feature	bgj398	binimetinib	bkm120	byl719-ljm716	byl719	cgm097	clr457	hdm201	lee011	ljm716	lka136	llm871
ENSG00000021826_mut.panel	0	15.4506830886664	48.1601030847324	0	0	0	0	0	0	0	0	0
ENSG00000032219_mut.panel	15.6229512818089	33.0143399719128	38.8846317903631	7.49648261659307	2.46779957944534	47.8985682839659	4.2419969515995	10.6717411043048	51.2586258126935	0	48.9763801364978	4.07720382307177
ENSG00000033327_cnv.panel	0	0	0	0	0	0	0	0	0	12.2639310658174	0	0
ENSG00000039068_mut.panel	0	0	0	9.61143206442274	0	0	0	0	30.6947785294763	12.4741621953284	0	0
ENSG00000046889_cnv.panel	0	0	0	0	0	0	0	0	0	12.2780132649484	0	0
ENSG00000047410_mut.panel	0	0	0	6.01160879359483	0	0	0	18.5575415966971	0	0	0	0
ENSG00000049540_mut.panel	15.3688920098629	0	0	0	0	0	0	0	0	0	0	5.74520397758323
ENSG00000049618_mut.panel	16.7006522154422	41.6586517716262	53.0245618696181	8.99371417611898	2.19217001244597	46.1439947815621	4.22633464355639	27.7676194981606	26.0664408927021	12.2639310658174	29.5438970172242	5.50914978695681
ENSG00000051341_mut.panel	15.6092619092695	19.9766921811027	32.2890396039819	10.0888191310282	2.29121440926779	51.2149359550575	5.30261766811239	18.333123829277	34.0810606749471	0	41.6442036138819	5.67467186987596
ENSG00000054267_mut.panel	0	31.7685782987925	80.3378910279421	8.62759265364894	0	51.5975843743682	0	14.0061299613685	0	12.2764061741732	56.1704949937646	0
ENSG00000057149_cnv.panel	0	0	0	0	2.4566582180605	0	0	0	0	0	0	0
ENSG00000059122_mut.panel	0	0	44.6399959436271	0	0	51.3133198370859	0	0	33.9494347453341	0	0	0
ENSG00000062822_mut.panel	15.6538726473121	0	47.5157180693464	0	2.45793391510538	51.2883277893798	0	18.5131925346907	34.0358948568769	0	0	5.54468111061435
ENSG00000065361_mut.panel	0	31.9837583315828	47.0498434728955	4.25319067887536	2.49204493841884	50.7599457866992	5.39272255723302	11.9905888877732	30.4130146501063	0	43.2419967881225	0
ENSG00000065526_mut.panel	0	29.6108172786133	0	0	2.35169827155363	51.3456726644308	4.71037004324043	18.5795424083195	31.4734919912811	0	30.1870807470751	0
ENSG00000065559_cnv.panel	0	0	0	0	0	0	0	0	0	0	36.5549860047882	0
ENSG00000066455_mut.panel	0	0	0	0	2.3283258151347	0	0	0	0	0	0	0
ENSG00000067082_cnv.panel	15.6092619092695	0	0	0	2.66398124264963	46.0965214948182	0	9.51915401926962	33.8114919855247	12.2639310658174	30.4335965657987	5.90767396552041
ENSG00000067369_cnv.panel	0	0	0	0	0	0	0	0	0	12.2639310658174	0	0
ENSG00000067369_mut.panel	0	34.3493771529792	55.1681541242053	8.35050374899457	2.44128835089736	53.3838235412202	4.71446239993849	12.7994583379642	32.0864284922099	0	50.7791794839183	0
ENSG00000067560_mut.panel	0	0	0	0	0	0	0	0	0	0	42.6203008265368	0
ENSG00000067842_cnv.panel	15.7151164383588	0	0	0	0	51.6418464856772	0	0	0	12.2639310658174	0	5.75543724599862
ENSG00000068024_mut.panel	0	0	0	0	0	51.5996924758785	0	0	0	0	0	0
ENSG00000068078_mut.panel	0	0	0	8.00988338591966	2.44751962950658	0	4.89251981619952	0	0	0	40.8805722967884	0
ENSG00000068323_cnv.panel	15.6092619092695	24.3902769172761	49.093837545862	8.52788693933943	0	51.3844510106026	4.35446923118368	0	32.7451262953041	12.2639310658174	0	5.75543724599862
ENSG00000070018_cnv.panel	0	0	0	0	0	0	0	0	0	12.2989849799439	42.1299718361562	0
ENSG00000070193_cnv.panel	11.8579171305785	0	0	0	0	0	0	0	0	0	0	5.75543724599862
ENSG00000071539_cnv.panel	15.5746161969228	0	0	8.61710241193576	2.46070807245396	46.452089255968	0	0	0	12.2639310658174	0	6.06180393590947
ENSG00000071553_cnv.panel	15.1465591223126	29.9725671076833	0	0	0	47.6626262673835	0	0	32.7545446825837	12.18542236808	0	6.07231150590379
ENSG00000071553_mut.panel	15.5938647164598	0	37.2895143078733	5.58056710585287	1.38746402521553	0	0	21.724542425605	0	12.2639310658174	0	5.75543724599862
ENSG00000071564_mut.panel	0	0	0	0	0	51.1568968390497	0	0	34.0347849661916	0	0	0
ENSG00000072364_mut.panel	0	0	0	8.54788387418261	0	53.4831533186461	5.30543682860817	17.785324740578	33.848054539257	0	37.0514730174284	0
ENSG00000072501_cnv.panel	15.4271113938181	31.3813449545022	51.7530430005734	8.56093845319381	0	51.2460047621303	5.00726086398453	0	35.0760109545263	12.2639310658174	0	5.81976913350163
ENSG00000072501_mut.panel	0	0	0	0	0	0	0	18.8480738473253	0	12.2639310658174	0	0
ENSG00000073282_cnv.panel	0	0	0	0	0	0	0	0	0	12.2639310658174	0	0
ENSG00000073578_cnv.panel	15.7572226306749	0	0	8.47400863291331	0	0	0	0	0	12.2639310658174	0	6.43636596827559
ENSG00000073614_cnv.panel	15.4545297264692	0	0	8.73508728873032	0	0	0	0	0	12.2639310658174	35.6770475662961	5.65545535437987
ENSG00000073614_mut.panel	0	0	21.5347899631889	8.89560406749494	2.45793391510538	48.3550440034894	0	11.604406666836	29.2031091770997	12.2639310658174	0	0
ENSG00000074181_mut.panel	15.5918603181759	37.1304710609859	44.9582212219614	8.5857807322163	0	52.3854227639055	5.0906469414271	18.4481212196128	32.8753977352084	12.2639310658174	40.1799803961189	5.77491567695582
ENSG00000075218_mut.panel	0	31.2557379854464	0	8.32682504091858	0	50.2350734299364	5.09279926660248	18.4990091582585	33.8457059051177	0	41.4523675535549	0
ENSG00000076242_mut.panel	0	0	0	8.3569218539835	0	0	0	0	0	0	0	0
ENSG00000076641_cnv.panel	16.4758296494449	0	53.1093953091054	0	0	50.8822676744599	0	17.7778910008185	32.5416704813169	12.2639310658174	0	5.75543724599862
ENSG00000077264_cnv.panel	15.6092619092695	31.4150556377814	56.2579111381002	0	0	51.7058524399767	4.83597298358809	0	33.9084896117087	12.2868908255538	39.7204203389105	5.36309433940336
ENSG00000077782_cnv.panel	18.0807894318551	0	0	8.54744982469532	0	0	0	12.2373880115452	0	0	0	5.75731612035441
ENSG00000078061_cnv.panel	15.6092619092695	27.9700067809004	42.0239095848611	8.73259399211385	2.17112178041923	48.2626248881149	4.67210674864139	0	32.3844225556321	12.2639310658174	38.6043832310691	5.73110906891855
ENSG00000078403_cnv.panel	0	0	0	0	0	0	0	0	0	12.2639310658174	0	0
ENSG00000078403_mut.panel	0	16.3388323329085	59.998477233834	32.4146382481342	0	0	22.0908442954029	0	32.317149354311	0	0	0
ENSG00000078674_cnv.panel	15.6092619092695	0	0	0	0	0	0	0	0	12.2639310658174	0	5.63292279922683
ENSG00000078674_mut.panel	16.2180387878741	37.0182669308487	48.9548884083313	6.87101975749552	2.45744638975217	51.8283062289891	4.44690099096927	2.98899568699615	26.0455263706469	11.8320541411761	40.3703223248045	7.91416866347763
ENSG00000079102_cnv.panel	15.6092619092695	0	55.2714113098001	0	0	51.0303437054448	0	18.5355655070155	33.8218156508018	12.2566045464412	0	5.3828561663602
ENSG00000079999_mut.panel	14.4676792416909	34.9351009343467	35.2723319130393	100	2.96273107008086	47.0642219275381	3.85267445817143	20.3288289946657	29.8156254532209	0	0	21.9162884362123
ENSG00000080503_cnv.panel	0	0	0	0	0	51.6239883101964	0	0	0	0	0	0
ENSG00000080503_mut.panel	0	0	0	0	2.45794591553885	51.0292495963896	5.14226315479396	20.1135976276356	0	0	0	0
ENSG00000080824_mut.panel	0	0	0	0	0	51.8987563892428	0	0	0	0	0	0
ENSG00000082805_cnv.panel	17.1991734473949	0	0	8.40732137177433	2.42983379314384	0	0	0	0	12.2639310658174	35.0522724402571	5.88192953933133
ENSG00000083168_mut.panel	0	31.4206105061254	0	7.3538918066517	2.55120730981962	51.6122767314768	4.80627909732066	18.5256536592054	33.026827641307	0	0	0
ENSG00000083520_cnv.panel	0	0	0	0	0	50.1457089773487	0	0	0	0	44.936308222347	0
ENSG00000083520_mut.panel	0	0	0	8.26100990933027	2.45793391510538	0	0	17.5915158499166	0	0	0	0
ENSG00000083642_mut.panel	0	28.9008001572741	40.0937698143424	8.55860377357932	2.30562121988371	51.358971212481	4.68804029499599	18.1724602052211	30.6612034268578	0	29.8779579588838	0
ENSG00000083857_mut.panel	15.8658770144729	25.4896489149183	53.3782224463648	6.1067436295094	2.45793391510538	48.4802714020726	5.14099434222707	17.39299731012	41.7438474074989	13.6095505811669	23.4077420481081	6.44560480980781
ENSG00000084093_mut.panel	0	33.0086643683006	82.1211186797762	8.60617029331411	2.45668759725065	51.7648276662277	5.04054201976876	18.3620967230092	31.2289231280541	0	0	0
ENSG00000084676_mut.panel	0	0	0	0	0	51.6086464498657	0	18.5256536592054	0	0	0	0
ENSG00000084774_mut.panel	0	0	45.6276692383084	0	0	51.2679702665822	0	0	33.8891663011559	0	0	0
ENSG00000085185_cnv.panel	15.4812995212427	31.7797276490725	27.0569408175796	0	0	51.8356847023249	5.54968724829056	0	35.2770589910453	12.3334128974729	45.0518246890954	6.24393422311758
ENSG00000085224_cnv.panel	15.7929749652041	34.789877571815	51.764892811883	0	2.12994352717818	51.6681039351717	4.79730866389217	0	34.4601363448878	12.2639310658174	37.3732417503148	5.43003698274639
ENSG00000085224_mut.panel	0	0	0	0	0	49.5930757553414	0	0	0	0	0	0
ENSG00000085276_cnv.panel	15.5908015042667	0	0	0	0	0	0	18.6101560356334	0	0	0	5.76680959804336
ENSG00000087088_mut.panel	0	0	0	8.5159137522474	2.45859739247634	51.6076460046398	0	18.485636583295	0	0	0	0
ENSG00000089094_mut.panel	0	40.1890265183498	50.361793859387	8.761713063448	2.3365249756664	52.5738407205827	3.60822074870745	19.116841715951	33.0232475268637	0	54.0506810186795	0
ENSG00000089280_mut.panel	19.1839540038044	0	0	0	0	0	0	0	0	12.2639310658174	0	5.745170110668
ENSG00000092445_mut.panel	15.3724646119734	0	0	8.32095151002209	2.45793391510538	51.6122767314768	0	18.0417501104925	0	0	0	6.89215623148985
ENSG00000095002_mut.panel	0	35.2585803058122	22.6091590077008	7.64657595721324	2.47947721257234	51.6224978241436	5.03790227444805	18.8851794645541	34.1773601809305	12.2639310658174	39.9905212473765	0
ENSG00000095015_mut.panel	0	0	0	0	0	0	0	0	34.1604427675483	12.2639310658174	0	0
ENSG00000096384_cnv.panel	0	0	0	0	0	0	0	15.1128965786965	0	12.2639310658174	0	0
ENSG00000096968_cnv.panel	0	30.0401991370472	42.4607428626529	0	2.45793391510538	50.7385053550732	0	0	31.3078637148717	12.2639310658174	38.4354148076202	0
ENSG00000099381_mut.panel	0	29.8143079215757	37.263224617156	0	2.29601698208991	0	4.75042573987568	17.4018653002804	33.5599146596248	0	0	0
ENSG00000099810_cnv.panel	11.4726145368561	30.9466335513961	37.0160880652474	6.69352446093793	2.42407155873112	51.7695768819361	3.38049854019341	10.9363371780307	34.4062194394645	12.4987642249985	52.6241248799528	5.19894889665299
ENSG00000099949_mut.panel	0	0	0	0	0	53.9196693312889	0	0	0	0	0	0
ENSG00000100345_mut.panel	0	39.0118426126168	0	0	2.463591371454	51.495022987495	0	0	31.862804643785	0	0	0
ENSG00000100393_mut.panel	0	0	45.6834519196625	8.42742106594086	0	54.9086290217674	7.02967994401058	20.0077854954683	32.8538223107136	12.2639310658174	0	0
ENSG00000100503_mut.panel	0	0	0	2.23778985266358	0	0	0	0	0	0	0	0
ENSG00000100697_mut.panel	0	0	0	8.5498157637612	0	0	0	18.5304547122674	0	0	0	0
ENSG00000100815_mut.panel	16.2801961047407	28.2818548910023	89.8999153804657	7.0992190039847	2.45850932539701	49.5874014726601	4.73362249074832	17.0532089911521	22.9340339136723	12.2639310658174	26.9631429744771	6.13657897263031
ENSG00000101096_mut.panel	0	0	0	0	0	0	0	17.8403994872678	31.4121253407565	0	0	0
ENSG00000101966_cnv.panel	15.6092619092695	32.3483373747489	35.0154270683415	0	2.37147555458005	51.6122767314768	4.97190319272953	0	33.913950475752	11.9496100677459	40.4080944184708	5.28386185063736
ENSG00000101972_cnv.panel	15.5939818187559	32.142359245402	46.3770209219583	0	0	51.6122767314768	5.55742138008885	0	33.913950475752	12.2639310658174	41.5122844957383	4.88091171399141
ENSG00000102034_cnv.panel	15.0646968378278	31.998591338256	43.0892663966394	0	0	51.9595291853989	5.94328013739549	0	34.8390320170876	12.2639310658174	45.0150522227638	5.91009174097186
ENSG00000102038_cnv.panel	15.7451922955334	31.6905804336076	28.2718503225017	0	0	50.9887760328193	4.87460380192783	0	34.5428245630484	11.9654174429252	40.3442212925757	5.86073061585676
ENSG00000102145_cnv.panel	15.6664241909928	24.5361757089921	55.606046767378	8.56627577193273	0	53.2370941667463	4.73927954031452	0	35.9911765076601	12.2639310658174	0	6.39285599031042
ENSG00000102466_cnv.panel	0	0	0	0	0	0	0	0	0	0	44.8170737766807	0
ENSG00000102554_cnv.panel	0	0	0	8.37087571858865	0	53.0344676324821	0	0	33.2745516733757	0	39.262891179266	0
ENSG00000102755_cnv.panel	0	0	0	0	0	0	0	0	0	0	35.2703061710218	0
ENSG00000103126_mut.panel	0	0	43.9142418482797	7.83273290806755	0	0	0	11.6272353752365	0	0	60.5093988713407	0
ENSG00000103197_mut.panel	0	23.1273274650034	53.9630907213663	9.22248066709831	2.47730860913396	51.3847209289068	4.94103164414966	18.5896117038877	32.8133126173645	0	38.8663098025044	0
ENSG00000103855_mut.panel	0	0	0	0	0	0	0	0	0	10.1438084971662	0	0
ENSG00000104320_cnv.panel	15.5967595917018	30.6095151541089	48.0746198470145	8.48038846416382	2.45793391510538	51.2672315696102	5.1631153080086	18.4698641874296	33.3887163425882	12.4037497469021	54.7661970145761	5.86784916800362
ENSG00000104320_mut.panel	0	0	39.553424472514	0	0	0	0	0	26.3608807909903	12.2639310658174	0	0
ENSG00000104332_cnv.panel	15.5137838094408	0	0	8.31058627788626	0	0	0	18.2061507125896	0	0	0	5.65573804080906
ENSG00000104408_cnv.panel	14.6148388207912	0	48.1311240341332	7.97736887599546	0	49.8926194804364	0	19.8372189510879	33.9592571932701	13.5063556927284	0	5.76633964498795
ENSG00000104419_cnv.panel	15.6041604820001	31.0291263750696	67.6479445422752	8.11875054490105	2.40810287336903	49.9152950532645	5.02553471124337	19.0380288368022	33.0414018943842	12.4698626000927	41.5004530327748	5.88594932041269
ENSG00000104517_cnv.panel	16.5989366849834	31.1546272554541	54.211401535803	0	0	51.7485282267912	0	19.3827519483947	34.3345043958199	12.3677743445199	0	5.25342564541689
ENSG00000104517_mut.panel	0	0	39.5395370168844	10.7330026256288	0	50.5876461638472	4.19961102473856	18.6328860068303	37.4277371545044	0	1.22325647055748	0
ENSG00000104723_cnv.panel	15.8374707457312	32.2521514764383	46.7849678944794	8.57138474450129	2.45793391510538	52.2194232891538	0	0	33.375611451087	12.2639310658174	36.6520157678155	6.42003907401858
ENSG00000104884_mut.panel	0	0	0	0	0	48.9733199897993	0	0	0	0	0	0
ENSG00000104885_mut.panel	0	26.9602369384851	48.4710525725205	8.19603709199789	2.31577823528638	45.409104707339	0.927419131795705	15.8050848271125	32.8164780284982	0	30.6825831330032	0
ENSG00000105173_cnv.panel	16.0482920073306	0	0	0	0	0	0	0	0	12.2639310658174	0	5.79322702870325
ENSG00000105397_mut.panel	0	30.1233762327335	0	0	2.45793391510538	0	3.9656922442992	18.1209695721519	36.381845452841	0	0	0
ENSG00000105662_mut.panel	0	32.2182516170932	0	0	0	51.6853027542418	0	18.7875028333778	0	0	0	0
ENSG00000105722_mut.panel	0	0	44.6739154054637	0	0	51.6205135591622	0	0	54.4909996275946	0	0	0
ENSG00000105976_mut.panel	0	30.3462102786885	41.7869382453503	8.67360411298763	2.4171909234661	52.1736283048202	4.61845255106333	21.6660049142793	30.1538317149471	0	38.7581958795889	0
ENSG00000106031_mut.panel	0	0	0	0	0	0	0	0	0	0	39.5302298988676	0
ENSG00000106462_cnv.panel	0	0	0	0	0	0	0	0	0	12.2639310658174	0	0
ENSG00000106462_mut.panel	0	0	0	0	0	0	0	0	33.2169829589981	0	0	0
ENSG00000106829_mut.panel	0	0	0	8.72665009678546	0	51.6813978110127	4.89534626563653	17.8028126492231	32.9833602894996	0	0	0
ENSG00000107485_cnv.panel	15.9856060719102	0	0	0	0	50.7398713454871	0	0	33.8943464518301	12.1621649912827	40.5622903072925	5.61709025805662
ENSG00000107929_cnv.panel	0	0	0	0	0	0	0	0	0	12.2639310658174	0	0
ENSG00000108375_mut.panel	17.3240661062624	30.0144161405571	33.082217576933	8.46419394155188	2.3369685689137	52.2608970696538	4.40769281440124	18.8010207743828	39.3373437901786	0	46.113603529667	4.44301174993892
ENSG00000108654_mut.panel	0	0	0	0	0	0	0	0	0	12.2639310658174	0	0
ENSG00000108821_cnv.panel	15.6092619092695	0	0	0	0	0	0	0	0	0	0	4.9061823675752
ENSG00000108821_mut.panel	0	0	0	0	2.48851179126469	0	2.11828620875007	0	0	0	0	0
ENSG00000109670_mut.panel	0	38.8347404763894	44.9918399066455	8.58988449522897	2.45542223481896	50.1551160401335	1.63136167695121	19.7971428274298	27.9149008110206	0	56.6199835858978	0
ENSG00000110092_cnv.panel	15.9496819383839	0	0	0	0	0	0	0	0	0	0	4.86289120342403
ENSG00000110713_mut.panel	15.1713804356644	0	0	0	0	0	0	0	0	0	0	5.80893739937089
ENSG00000110841_mut.panel	0	0	0	0	0	0	0	0	0	0	25.5817753200193	0
ENSG00000111241_cnv.panel	15.6032854199402	0	0	8.47623058911547	2.45793391510538	47.6364471471606	0	16.5405308889147	0	12.2639310658174	50.9053594536579	5.6013039622902
ENSG00000111276_cnv.panel	0	0	0	0	0	0	0	0	0	11.8393864192416	48.6756305331214	0
ENSG00000111642_cnv.panel	0	0	0	0	0	0	0	0	0	12.2968073165818	0	0
ENSG00000111642_mut.panel	0	30.855495493897	0	0	0	0	0	20.3926969952608	0	0	42.0985834254115	0
ENSG00000111679_cnv.panel	0	0	0	0	0	0	0	0	0	11.7805502103876	0	0
ENSG00000112242_cnv.panel	0	0	0	0	0	0	0	0	0	12.2172173597957	0	0
ENSG00000112561_mut.panel	0	0	0	0	0	0	0	0	0	12.2639310658174	0	0
ENSG00000112655_cnv.panel	0	0	0	0	0	0	0	0	0	12.3803269326772	0	0
ENSG00000112655_mut.panel	15.5203717420722	0	0	7.53928874959449	2.52616623768561	0	2.77562474442776	17.3901559218612	32.9891172907388	0	0	5.73202127023973
ENSG00000112715_cnv.panel	0	0	0	0	0	0	0	13.4441767478169	0	12.2639310658174	0	0
ENSG00000113318_mut.panel	0	0	0	0	0	52.4708491692538	4.932067026283	19.0019652574772	0	12.2639310658174	52.0334957662467	0
ENSG00000113360_cnv.panel	15.608108977825	0	0	0	0	0	0	0	0	0	0	5.99280278840714
ENSG00000113360_mut.panel	0	36.8476570642986	0	0	0	50.2661387357535	0	0	0	0	0	0
ENSG00000113522_mut.panel	0	0	0	7.74087324085782	0	51.5013497485322	0	0	0	0	0	0
ENSG00000113594_cnv.panel	15.2415272442901	0	0	0	0	0	0	0	0	0	0	5.58161924726438
ENSG00000114279_cnv.panel	0	0	0	0	0	0	0	0	0	12.0621955142567	0	0
ENSG00000114861_mut.panel	0	0	0	0	0	51.4572765781962	0	0	0	0	0	0
ENSG00000115170_mut.panel	0	0	0	9.74117451592005	0	0	0	0	34.0531024011736	0	0	0
ENSG00000115392_cnv.panel	0	0	0	0	0	0	0	0	0	12.2639310658174	0	0
ENSG00000115904_mut.panel	0	0	0	8.54841060308086	0	51.7321842567708	0	18.5168746412326	33.8305801449088	0	0	0
ENSG00000116044_mut.panel	0	0	0	8.85318428409063	0	0	0	0	0	0	0	0
ENSG00000116128_mut.panel	0	44.4314645609167	52.1669710670709	0	2.63054038590407	51.0796040975202	3.00984594056604	0	40.6687485051209	0	68.9108076858708	0
ENSG00000116251_mut.panel	0	40.4890382706048	47.0057809056648	9.23291247605783	2.49752902524385	51.4995473038865	4.94767685122628	18.5256536592054	37.1598605813467	0	53.6000465966219	0
ENSG00000116604_mut.panel	16.2099644817984	0	0	0	0	0	0	0	0	12.2639310658174	0	5.75543724599862
ENSG00000117362_cnv.panel	0	0	0	0	0	83.5705705050873	0	30.0070223203561	0	0	0	0
ENSG00000117713_mut.panel	15.6421919483598	29.0529695768678	46.0907023694742	5.36287809548821	2.08112147391405	53.3600296831149	6.49684854895947	18.1870421840191	32.7667430639853	12.2639310658174	42.9317231546624	5.94645410555863
ENSG00000118046_mut.panel	23.9505118797915	26.8539561754383	78.6623916399162	22.639797383748	2.46349869069066	49.7085276773743	6.5513962435653	21.8852029361268	35.9684947856294	0	0	100
ENSG00000118689_mut.panel	0	34.8444808347629	70.782661473941	0	0	55.4271220526148	0	0	34.5799857512365	0	52.6082009718171	0
ENSG00000118971_cnv.panel	15.6092619092695	0	0	8.49249958074128	2.45793391510538	51.8778512927563	0	15.0554571152543	0	12.3547269000981	48.3238770023852	5.75543724599862
ENSG00000118972_cnv.panel	15.8669261417069	0	0	8.42071230517685	2.42574019978896	51.104606250734	0	14.619696759547	0	11.9963737106784	25.4088798591115	5.76914002743835
ENSG00000119335_mut.panel	0	0	0	8.53579583853809	0	0	0	18.5256536592054	36.78304383878	0	0	0
ENSG00000120156_cnv.panel	0	31.9495141186374	0	0	0	0	0	0	0	12.2639310658174	41.4826378776648	0
ENSG00000120162_cnv.panel	0	33.3914648302657	0	0	0	0	0	0	0	12.2639310658174	43.3656102076102	0
ENSG00000120217_cnv.panel	15.6092619092695	0	0	0	0	0	0	0	0	0	0	5.79458258203181
ENSG00000120738_mut.panel	0	0	0	0	0	51.5531139666237	4.91116212781795	0	34.7010128398125	0	0	0
ENSG00000120875_cnv.panel	15.771257379391	30.561747184369	53.206818314717	8.25967900147421	2.45793391510538	51.3306043976575	0	18.1708168656907	0	12.2639310658174	36.1933206441121	5.62565324850617
ENSG00000121879_mut.panel	20.7482261403359	28.7752513009538	20.9636451731909	8.09674684257289	2.54298045617996	49.7745490493555	6.55662418618836	19.3816614185508	31.1165635863329	12.2639310658174	38.7105672711007	8.99230417639195
ENSG00000121989_mut.panel	0	31.134475291192	39.2718268877152	11.7679529776615	2.44830106768684	51.2738152872763	0.811179076683786	22.3992241167368	32.8801124379546	0	36.9728443727384	0
ENSG00000122025_cnv.panel	0	0	0	0	0	0	0	0	0	0	40.2709611552996	0
